iter	Passed	Remaining
425	828	1115
426	829	1113
427	831	1110
428	832	1107
429	834	1106
430	835	1103
431	837	1100
432	838	1097
433	839	1095
434	843	1095
435	845	1093
436	846	1090
437	850	1091
438	852	1089
439	853	1086
440	854	1083
441	858	1083
442	859	1081
443	861	1078
444	863	1076
445	864	1074
446	867	1073
447	870	1072
448	872	1070
449	873	1068
450	879	1070
451	880	1068
452	883	1067
453	886	1066
454	888	1064
455	890	1062
456	891	1059
457	893	1057
458	895	1055
459	897	1053
460	903	1056
461	904	1053
462	906	1051
463	908	1049
464	910	1047
465	911	1044
466	913	1042
467	917	1042
468	919	1041
469	922	1039
470	924	1038
471	927	1037
472	929	1035
473	932	1034
474	935	1033
475	937	1031
476	939	1030
477	941	1027
478	942	1025
479	944	1022
480	947	1022
481	949	1020
482	950	1017
483	952	1015
484	955	1014
485	957	1012
486	960	1011
487	962	1009
488	964	1007
489	966	1005
490	968	1003
491	969	1001
492	972	1000
493	975	999
494	977	997
495	980	996
496	982	994
497	983	991
498	985	989
499	990	990
500	992	988
501	993	985
502	996	984
503	999	983
504	1000	981
505	1004	980
506	1006	978
507	1008	976
508	1012	977
509	1017	977
510	1020	977
511	1024	976
512	1026	974
513	1028	972
514	1032	972
515	1037	973
516	1039	970
517	1040	968
518	1042	965
519	1043	963
520	1044	960
521	1045	957
522	1046	954
523	1048	952
524	1049	949
525	1050	946
526	1051	943
527	1052	941
528	1053	938
529	1054	935
530	1055	932
531	1056	929
532	1057	926
533	1058	923
534	1059	921
535	1060	918
536	1064	917
537	1065	914
538	1066	912
539	1067	909
540	1068	906
541	1070	904
542	1071	901
543	1072	899
544	1074	896
545	1076	895
546	1079	893
547	1080	891
548	1083	889
549	1084	887
550	1085	884
551	1086	881
552	1087	879
553	1088	876
554	1090	874
555	1091	871
556	1094	870
557	1095	867
558	1097	865
559	1098	863
560	1100	860
561	1101	858
562	1102	855
563	1105	854
564	1108	853
565	1109	850
566	1111	848
567	1114	847
568	1117	846
569	1120	844
570	1123	844
571	1125	841
572	1128	840
573	1129	838
574	1130	835
575	1140	839
576	1142	837
577	1145	835
578	1151	837
579	1153	835
580	1155	833
581	1157	831
582	1159	829
583	1162	828
584	1164	826
585	1168	825
586	1169	823
587	1172	821
588	1173	819
589	1175	817
590	1179	815
591	1180	813
592	1181	811
593	1183	808
594	1184	806
595	1186	804
596	1187	801
597	1188	799
598	1189	796
599	1190	793
600	1193	792
601	1194	789
602	1195	787
603	1196	784
604	1197	781
605	1199	779
606	1200	777
607	1201	774
608	1203	772
609	1205	770
610	1210	770
611	1213	769
612	1214	766
613	1215	763
614	1216	761
615	1217	759
616	1218	756
617	1219	754
618	1224	753
619	1226	751
620	1228	749
621	1230	747
622	1232	745
623	1233	743
624	1234	740
625	1235	738
626	1238	736
627	1240	734
628	1241	732
629	1242	729
630	1243	727
631	1245	725
632	1246	722
633	1247	720
634	1248	717
635	1249	715
636	1251	712
637	1254	711
638	1255	709
639	1257	707
640	1258	704
641	1259	702
642	1260	699
643	1261	697
644	1262	695
645	1264	692
646	1265	690
647	1269	689
648	1270	687
649	1271	684
650	1273	682
651	1276	681
652	1277	679
653	1278	676
654	1280	674
655	1280	671
656	1282	669
657	1283	667
658	1284	664
659	1285	662
660	1286	660
661	1287	657
662	1288	655
663	1289	652
664	1290	650
665	1291	647
666	1292	645
667	1293	642
668	1294	640
669	1295	638
670	1299	636
671	1300	634
672	1301	632
673	1301	629
674	1302	627
675	1303	624
676	1304	622
677	1305	620
678	1306	617
679	1307	615
680	1308	612
681	1309	610
682	1310	608
683	1312	606
684	1313	604
685	1314	601
686	1315	599
687	1316	597
688	1318	595
689	1319	592
690	1320	590
691	1321	588
692	1322	585
693	1323	583
694	1324	581
695	1325	579
696	1327	576
697	1328	574
698	1329	572
699	1330	570
700	1331	567
701	1331	565
702	1332	563
703	1333	560
704	1334	558
705	1335	556
706	1336	553
707	1337	551
708	1338	549
709	1340	547
710	1341	545
711	1342	543
712	1343	540
713	1344	538
714	1345	536
715	1346	534
716	1347	531
717	1348	529
718	1349	527
719	1350	525
720	1351	522
721	1351	520
722	1353	518
723	1354	516
724	1355	514
725	1356	512
726	1357	509
727	1358	507
728	1359	505
729	1360	503
730	1361	501
731	1362	498
732	1363	496
733	1364	494
734	1365	492
735	1366	490
736	1367	488
737	1369	486
738	1370	484
739	1372	482
740	1372	479
741	1373	477
742	1374	475
743	1375	473
744	1376	471
745	1377	469
746	1378	466
747	1379	464
748	1380	462
749	1381	460
750	1382	458
751	1384	456
752	1385	454
753	1386	452
754	1387	450
755	1388	448
756	1389	445
757	1390	443
758	1391	441
759	1392	439
760	1392	437
761	1393	435
762	1396	433
763	1397	431
764	1399	429
765	1400	427
766	1401	425
767	1402	423
768	1403	421
769	1404	419
770	1404	417
771	1405	415
772	1406	413
773	1407	411
774	1409	409
775	1410	407
776	1411	404
777	1411	402
778	1413	401
779	1414	399
780	1415	396
781	1416	394
782	1417	392
783	1418	390
784	1419	388
785	1420	386
786	1421	384
787	1422	382
788	1423	380
789	1424	378
790	1425	376
791	1426	374
792	1428	372
793	1429	370
794	1430	368
795	1431	366
796	1432	364
797	1433	362
798	1434	360
799	1435	358
800	1436	356
801	1436	354
802	1437	352
803	1438	350
804	1439	348
805	1440	346
806	1442	344
807	1443	343
808	1444	341
809	1445	339
810	1446	337
811	1447	335
812	1448	333
813	1449	331
814	1450	329
815	1452	327
816	1453	325
817	1454	323
818	1455	321
819	1457	319
820	1458	318
821	1459	316
822	1460	314
823	1462	312
824	1463	310
825	1464	308
826	1465	306
827	1466	304
828	1467	302
829	1468	300
830	1469	298
831	1470	296
832	1472	295
833	1473	293
834	1474	291
835	1475	289
836	1476	287
837	1477	285
838	1478	283
839	1479	281
840	1480	279
841	1481	277
842	1482	276
843	1482	274
844	1483	272
845	1484	270
846	1486	268
847	1487	266
848	1488	264
849	1490	262
850	1490	261
851	1491	259
852	1492	257
853	1493	255
854	1494	253
855	1495	251
856	1496	249
857	1497	247
858	1498	245
859	1499	244
860	1500	242
861	1502	240
862	1503	238
863	1504	236
864	1505	234
865	1506	233
866	1507	231
867	1508	229
868	1508	227
869	1509	225
870	1510	223
871	1511	221
872	1512	220
873	1513	218
874	1514	216
875	1516	214
876	1517	212
877	1518	211
878	1519	209
879	1520	207
880	1521	205
881	1522	203
882	1523	201
883	1524	200
884	1525	198
885	1525	196
886	1526	194
887	1527	192
888	1528	190
889	1530	189
890	1532	187
891	1532	185
892	1533	183
893	1534	181
894	1535	180
895	1536	178
896	1537	176
897	1538	174
898	1539	172
899	1540	171
900	1541	169
901	1542	167
902	1543	165
903	1544	164
904	1545	162
905	1546	160
906	1547	158
907	1548	156
908	1549	155
909	1550	153
910	1551	151
911	1552	149
912	1553	148
913	1554	146
914	1555	144
915	1556	142
916	1557	140
917	1558	139
918	1560	137
919	1561	135
920	1562	133
921	1563	132
922	1563	130
923	1564	128
924	1565	126
925	1566	125
926	1567	123
927	1568	121
928	1569	119
929	1570	118
930	1571	116
931	1572	114
932	1574	113
933	1575	111
934	1576	109
935	1577	107
936	1578	106
937	1579	104
938	1580	102
939	1581	100
940	1582	99
941	1583	97
942	1584	95
943	1585	94
944	1586	92
945	1588	90
946	1589	88
947	1590	87
948	1591	85
949	1592	83
950	1593	82
951	1594	80
952	1595	78
953	1596	76
954	1597	75
955	1598	73
956	1599	71
957	1600	70
958	1601	68
959	1602	66
960	1604	65
961	1605	63
962	1606	61
963	1607	60
964	1607	58
965	1608	56
966	1609	54
967	1610	53
968	1611	51
969	1612	49
970	1614	48
971	1615	46
972	1615	44
973	1616	43
974	1618	41
975	1619	39
976	1620	38
977	1621	36
978	1622	34
979	1623	33
980	1624	31
981	1625	29
982	1626	28
983	1627	26
984	1628	24
985	1629	23
986	1630	21
987	1631	19
988	1632	18
989	1633	16
990	1634	14
991	1635	13
992	1636	11
993	1637	9
994	1638	8
995	1639	6
996	1640	4
997	1641	3
998	1642	1
999	1643	0
